oscillator_number,seed,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
10,27,0.621563,0.607908,0.584912,0.585885,0.59502,0.597454,0.576061,0.575181,0.610307,0.599382,0.581386,0.577901,0.564388,0.64023,0.618543,0.591539,0.620762,0.584996,0.605245,0.617761,0.607603,0.561308,0.579221,0.616645,0.627233,0.546665,0.588848,0.587634,0.586109,0.553606,0.611941,0.571486,0.643719,0.608903,0.589311,0.598881,0.619236,0.607051,0.599139,0.613068,0.616183,0.619093,0.586588,0.6185,0.593136,0.658099,0.579777,0.622183,0.586923,0.630124,0.605021,0.602382,0.625309,0.626497,0.621035,0.576151,0.596267,0.598861,0.612041,0.600448,0.634715,0.623851,0.584368,0.610152,0.588063,0.61054,0.562109,0.622177,0.588453,0.589072,0.59802,0.569451,0.595553,0.60645,0.589457,0.630593,0.601464,0.590958,0.589813,0.625895,0.576502,0.646104,0.589154,0.5882,0.601976,0.596623,0.604996,0.588711,0.590762,0.60056,0.584143,0.601634,0.625481,0.597972,0.622143,0.598755,0.617205,0.547645,0.58612,0.589153,
10,28,0.609535,0.625826,0.619697,0.59378,0.597548,0.606658,0.603351,0.621971,0.607578,0.606101,0.584656,0.57938,0.639509,0.611169,0.574209,0.602912,0.587707,0.571796,0.579528,0.616355,0.608406,0.600535,0.613321,0.61933,0.604343,0.585302,0.598143,0.594019,0.577636,0.594049,0.630541,0.638962,0.62445,0.585155,0.636927,0.618268,0.604334,0.592578,0.59988,0.626028,0.599369,0.6062,0.620081,0.630111,0.602589,0.598566,0.589637,0.593945,0.616933,0.576615,0.599438,0.61783,0.629966,0.604302,0.623381,0.621145,0.61802,0.626617,0.574502,0.611169,0.609873,0.608926,0.616442,0.621605,0.584581,0.587721,0.586168,0.570462,0.629743,0.601543,0.64008,0.598438,0.582204,0.618856,0.595621,0.619725,0.615036,0.582761,0.585707,0.598139,0.589736,0.594299,0.566735,0.604617,0.587849,0.626689,0.599401,0.624684,0.613077,0.609425,0.606732,0.579362,0.589501,0.569367,0.595027,0.598125,0.606972,0.616235,0.596423,0.658418,
10,29,0.590783,0.601171,0.577694,0.62951,0.637334,0.588322,0.64875,0.606241,0.634722,0.598991,0.582552,0.607043,0.588263,0.584235,0.628142,0.609882,0.630819,0.570008,0.568141,0.584214,0.593748,0.593973,0.574342,0.583859,0.603572,0.61186,0.568743,0.600136,0.636163,0.588076,0.638997,0.619818,0.595631,0.595649,0.59197,0.600104,0.59768,0.6258,0.624737,0.632465,0.589128,0.610274,0.563818,0.610873,0.580961,0.611185,0.609911,0.593581,0.62349,0.612113,0.581291,0.607435,0.658693,0.632312,0.598353,0.633036,0.596165,0.608746,0.625917,0.615956,0.575749,0.586955,0.575636,0.606827,0.593937,0.61924,0.601609,0.631977,0.556602,0.63632,0.573173,0.62084,0.608519,0.597408,0.625979,0.608971,0.565352,0.61126,0.611536,0.591264,0.604626,0.613881,0.616365,0.598187,0.607739,0.613899,0.554326,0.624671,0.635667,0.635852,0.595378,0.610934,0.569274,0.602896,0.615663,0.575437,0.616406,0.560343,0.594353,0.61706,
10,30,0.574707,0.5687,0.610606,0.618464,0.557514,0.630304,0.600942,0.612363,0.56475,0.58938,0.586598,0.542582,0.601747,0.567549,0.574191,0.571258,0.613941,0.588053,0.574627,0.57546,0.578775,0.615372,0.624374,0.574815,0.596153,0.606925,0.616179,0.586041,0.6248,0.580083,0.618911,0.604921,0.585408,0.614864,0.608788,0.583777,0.609188,0.592204,0.581992,0.611742,0.545759,0.584079,0.626179,0.594155,0.588344,0.570122,0.575117,0.593138,0.592384,0.606076,0.603544,0.626897,0.607726,0.590802,0.605551,0.641346,0.567764,0.592584,0.599381,0.595479,0.614645,0.582441,0.595571,0.618444,0.606819,0.60131,0.606018,0.61206,0.592362,0.628833,0.628093,0.63126,0.570963,0.591583,0.5904,0.59183,0.619663,0.608852,0.573343,0.589129,0.632017,0.60102,0.584994,0.622671,0.593972,0.576895,0.599928,0.585679,0.609322,0.578592,0.623025,0.604301,0.571181,0.628233,0.611872,0.642112,0.600788,0.618772,0.605449,0.585358,
10,31,0.663849,0.58972,0.606276,0.591711,0.601125,0.663765,0.593741,0.59116,0.599347,0.590248,0.584748,0.592518,0.596616,0.581136,0.627582,0.620356,0.62588,0.598424,0.590913,0.601133,0.61288,0.606938,0.591076,0.619883,0.664494,0.62529,0.589385,0.601078,0.592226,0.607353,0.632893,0.639932,0.612111,0.570126,0.585883,0.596358,0.594956,0.62404,0.627204,0.590985,0.643516,0.585986,0.657699,0.592019,0.625769,0.582899,0.578256,0.596118,0.598807,0.595235,0.603056,0.620385,0.600632,0.586172,0.591926,0.633912,0.605627,0.587477,0.563567,0.60132,0.57313,0.590843,0.620219,0.620501,0.604835,0.620175,0.61267,0.580723,0.605838,0.624197,0.593372,0.600441,0.594224,0.605046,0.581374,0.577985,0.577443,0.607055,0.613302,0.607761,0.60717,0.60603,0.636233,0.62506,0.603475,0.650641,0.58637,0.591293,0.630234,0.615083,0.630069,0.57811,0.570554,0.595081,0.57577,0.593965,0.587807,0.594952,0.620752,0.603721,
10,32,0.594979,0.595581,0.605681,0.609228,0.614113,0.595421,0.586617,0.548302,0.570862,0.607945,0.616438,0.599456,0.612359,0.629739,0.627531,0.586442,0.606826,0.574702,0.611833,0.59897,0.572974,0.605376,0.604177,0.56392,0.572729,0.572711,0.618917,0.623773,0.594261,0.599624,0.608494,0.586467,0.592501,0.560393,0.621043,0.588538,0.620038,0.575805,0.600719,0.627307,0.608326,0.572283,0.611577,0.606355,0.620286,0.576305,0.606195,0.603082,0.586769,0.605097,0.604365,0.590531,0.612252,0.6028,0.599151,0.634845,0.640656,0.645335,0.598067,0.605126,0.611687,0.626195,0.611027,0.583521,0.58065,0.600742,0.611165,0.580602,0.625352,0.603996,0.572609,0.581089,0.613223,0.604143,0.59773,0.595531,0.577607,0.568645,0.643504,0.597845,0.640536,0.62971,0.60184,0.57672,0.561211,0.57619,0.648852,0.586269,0.630255,0.643508,0.601002,0.61134,0.587168,0.654626,0.605526,0.628452,0.621986,0.605513,0.60542,0.588029,
10,33,0.601284,0.604526,0.548269,0.61154,0.590449,0.596282,0.597773,0.575781,0.619351,0.583183,0.553335,0.58297,0.577232,0.593992,0.616768,0.564142,0.609282,0.613793,0.609968,0.594302,0.576189,0.597917,0.580807,0.619143,0.602053,0.618342,0.637712,0.609324,0.606933,0.631198,0.591494,0.651449,0.564084,0.570499,0.574549,0.577502,0.62286,0.555409,0.581632,0.619335,0.610222,0.569035,0.612365,0.589921,0.60435,0.556079,0.604991,0.618386,0.580971,0.582226,0.594639,0.560402,0.613233,0.604315,0.612398,0.61824,0.575663,0.608061,0.626926,0.610238,0.583676,0.585314,0.616679,0.59578,0.620297,0.588291,0.588059,0.553493,0.609824,0.584736,0.618183,0.602775,0.64937,0.593921,0.62588,0.57448,0.599371,0.609071,0.620217,0.561858,0.611797,0.640589,0.564865,0.622021,0.62353,0.618388,0.631037,0.591987,0.657706,0.630255,0.608424,0.622363,0.607153,0.601001,0.593667,0.616487,0.600854,0.592884,0.570787,0.615271,
10,34,0.597561,0.619888,0.589533,0.580542,0.598201,0.627822,0.5889,0.593712,0.604044,0.615065,0.576488,0.61608,0.629858,0.617523,0.612092,0.573998,0.6113,0.583669,0.622756,0.601873,0.61193,0.590303,0.597801,0.597358,0.58619,0.581239,0.583581,0.60788,0.597604,0.627884,0.596282,0.573968,0.577649,0.548396,0.594685,0.592272,0.59805,0.58263,0.603694,0.581383,0.641182,0.618319,0.646776,0.608124,0.573289,0.591213,0.570146,0.598523,0.59744,0.604811,0.612397,0.597248,0.59412,0.579935,0.574731,0.576199,0.602492,0.589445,0.609847,0.595239,0.600383,0.604588,0.593843,0.588836,0.594511,0.595326,0.5868,0.6272,0.585774,0.600326,0.584895,0.598689,0.60016,0.605647,0.60891,0.60641,0.627434,0.616665,0.618198,0.611696,0.607102,0.597481,0.588209,0.606439,0.631524,0.581548,0.583979,0.609544,0.602703,0.62512,0.626345,0.647407,0.594013,0.555973,0.623797,0.591576,0.611568,0.582672,0.646631,0.615518,
10,35,0.656359,0.610861,0.629261,0.598344,0.588735,0.582303,0.613571,0.581106,0.560817,0.631515,0.591887,0.605777,0.613807,0.634647,0.627896,0.636537,0.603868,0.603772,0.606653,0.592506,0.627841,0.624486,0.621513,0.585582,0.587899,0.617048,0.620515,0.610927,0.580043,0.608022,0.550939,0.593799,0.589182,0.614002,0.635279,0.610899,0.631756,0.661772,0.603369,0.62842,0.588374,0.593414,0.612269,0.605347,0.588038,0.601988,0.600494,0.622091,0.624024,0.600643,0.585492,0.610568,0.57736,0.611316,0.605363,0.579856,0.602048,0.623072,0.620007,0.594513,0.608664,0.637628,0.611913,0.610127,0.576362,0.606781,0.589737,0.587304,0.625354,0.577264,0.5957,0.604659,0.589828,0.602236,0.582191,0.592177,0.616151,0.615129,0.582172,0.608758,0.604064,0.611271,0.620866,0.617004,0.600159,0.614803,0.599775,0.57939,0.614833,0.584418,0.614519,0.590252,0.566531,0.599263,0.631627,0.584968,0.629895,0.611404,0.612565,0.629449,
10,36,0.602871,0.602369,0.580385,0.597867,0.608119,0.629665,0.582861,0.585583,0.594953,0.579132,0.603563,0.627148,0.597348,0.585362,0.608529,0.593671,0.627438,0.588404,0.58868,0.606877,0.606158,0.603711,0.619729,0.615919,0.640326,0.583403,0.606147,0.607129,0.632861,0.5797,0.616325,0.550784,0.614526,0.601084,0.602176,0.619923,0.619296,0.578531,0.594625,0.568415,0.575279,0.570207,0.554451,0.585871,0.571772,0.600016,0.604054,0.585298,0.612311,0.619382,0.561096,0.598097,0.623242,0.590716,0.599776,0.633392,0.586894,0.585586,0.588478,0.600111,0.567158,0.577529,0.601295,0.582441,0.619487,0.586178,0.58635,0.582476,0.632702,0.593374,0.583109,0.627278,0.6097,0.628204,0.602537,0.626694,0.59201,0.57944,0.624358,0.587002,0.603924,0.614365,0.598447,0.620454,0.600119,0.616996,0.643192,0.551516,0.606876,0.594663,0.599438,0.615179,0.615366,0.603411,0.600885,0.614165,0.558187,0.594586,0.591574,0.594324,
10,37,0.593934,0.607661,0.639727,0.538012,0.615298,0.604172,0.602687,0.611476,0.614875,0.589452,0.647656,0.607051,0.611887,0.632565,0.587862,0.56988,0.575531,0.581668,0.641266,0.586136,0.591638,0.594084,0.643088,0.554592,0.603975,0.563209,0.620526,0.577469,0.561814,0.588289,0.636841,0.622648,0.637732,0.622843,0.589375,0.618712,0.594279,0.614581,0.568005,0.607319,0.607814,0.604723,0.609202,0.595681,0.605723,0.602434,0.608235,0.601776,0.59286,0.594216,0.590526,0.622838,0.63021,0.619152,0.589367,0.602582,0.591358,0.591681,0.606303,0.570498,0.621775,0.617444,0.606254,0.611846,0.602001,0.584216,0.587554,0.616047,0.633649,0.574951,0.631655,0.592273,0.590094,0.585116,0.60807,0.619006,0.568834,0.597386,0.610409,0.586038,0.611058,0.606165,0.624635,0.613483,0.593264,0.620566,0.574278,0.597129,0.612308,0.616023,0.578826,0.590223,0.607333,0.604091,0.616762,0.595299,0.602656,0.618661,0.623897,0.607981,
10,38,0.604745,0.612879,0.586863,0.59599,0.606139,0.580935,0.590014,0.631299,0.591846,0.620723,0.650242,0.618739,0.582233,0.577106,0.557796,0.616361,0.557513,0.584769,0.604598,0.608095,0.629309,0.609195,0.579492,0.616557,0.597925,0.595958,0.611661,0.59375,0.598231,0.614405,0.571183,0.631432,0.625126,0.627533,0.624005,0.603305,0.619795,0.586332,0.575139,0.625877,0.576631,0.563907,0.628207,0.59882,0.600719,0.568984,0.647988,0.611074,0.603429,0.593608,0.586025,0.573128,0.585739,0.584772,0.605623,0.587334,0.62014,0.628188,0.572544,0.569939,0.555254,0.594155,0.575952,0.617046,0.639584,0.584468,0.593093,0.616163,0.594224,0.583916,0.606895,0.604553,0.596564,0.616586,0.60139,0.589877,0.577811,0.608687,0.594793,0.615085,0.591552,0.602619,0.593024,0.580654,0.59496,0.620955,0.602781,0.646741,0.606769,0.646333,0.596804,0.614781,0.60749,0.617425,0.594381,0.61912,0.63034,0.608481,0.596851,0.603195,
10,39,0.612028,0.577028,0.604046,0.627215,0.586689,0.607732,0.586935,0.568244,0.61852,0.59021,0.633451,0.599275,0.571746,0.591912,0.612017,0.594693,0.614273,0.593713,0.564095,0.627006,0.607395,0.602997,0.630172,0.584593,0.587981,0.60957,0.594318,0.548472,0.596502,0.60828,0.578878,0.630045,0.607688,0.598925,0.601336,0.561318,0.612618,0.604937,0.586742,0.604725,0.555837,0.585793,0.605035,0.582455,0.61288,0.576725,0.600794,0.574985,0.613432,0.609497,0.620793,0.578117,0.604399,0.622359,0.609841,0.601459,0.619351,0.579699,0.590133,0.564037,0.574954,0.583981,0.596284,0.592647,0.619258,0.597077,0.6276,0.568622,0.603635,0.629661,0.597632,0.597128,0.608597,0.612765,0.587238,0.612082,0.606385,0.643735,0.613066,0.585768,0.572226,0.576679,0.623224,0.590337,0.627287,0.578901,0.574909,0.618014,0.593881,0.597372,0.615187,0.625846,0.585073,0.610512,0.585408,0.610934,0.601458,0.615643,0.608713,0.652995,
10,40,0.602831,0.613634,0.593286,0.567595,0.60016,0.60713,0.627782,0.622282,0.599714,0.613904,0.638154,0.581735,0.63052,0.619034,0.646137,0.612074,0.610673,0.574096,0.598633,0.585151,0.629014,0.606969,0.601335,0.595746,0.559626,0.602945,0.607981,0.600791,0.583604,0.646648,0.575934,0.650775,0.622149,0.603795,0.641935,0.576426,0.578068,0.574872,0.624037,0.595631,0.597836,0.621196,0.624394,0.605706,0.590598,0.610781,0.613896,0.607606,0.588505,0.578297,0.569784,0.600975,0.58403,0.605956,0.566806,0.603823,0.576529,0.637704,0.579166,0.595156,0.594881,0.60918,0.615028,0.596439,0.615495,0.590387,0.598115,0.591491,0.559494,0.603572,0.610516,0.627623,0.614628,0.581695,0.604037,0.600621,0.57994,0.631324,0.58561,0.56257,0.603021,0.57083,0.609777,0.583926,0.627293,0.575752,0.626558,0.583138,0.568806,0.613534,0.573152,0.59645,0.629001,0.578816,0.611236,0.633635,0.596679,0.60817,0.580923,0.603807,
10,41,0.588606,0.62505,0.589925,0.604408,0.638448,0.591972,0.602646,0.609139,0.597929,0.614357,0.601225,0.586465,0.616339,0.609705,0.60383,0.640668,0.581304,0.566624,0.605381,0.59155,0.594598,0.595363,0.581984,0.60954,0.597407,0.584681,0.619494,0.611167,0.631868,0.58238,0.626943,0.580239,0.605148,0.61427,0.621326,0.590354,0.60893,0.602591,0.567861,0.572424,0.589717,0.597994,0.601063,0.577225,0.602038,0.603443,0.605134,0.623534,0.60877,0.582235,0.566021,0.587383,0.618119,0.589283,0.557546,0.616801,0.587538,0.652226,0.59105,0.624557,0.605063,0.616419,0.602544,0.612449,0.582328,0.60811,0.58516,0.59732,0.608302,0.612371,0.57872,0.602258,0.575401,0.615989,0.587671,0.599582,0.617688,0.57778,0.601595,0.590746,0.591092,0.631635,0.590717,0.593112,0.580204,0.567778,0.542394,0.597146,0.559893,0.614245,0.580734,0.573615,0.58849,0.582286,0.604218,0.583955,0.560243,0.585294,0.595084,0.571096,
10,42,0.629943,0.606865,0.5696,0.641515,0.611043,0.6359,0.607625,0.608938,0.58673,0.55629,0.58104,0.604389,0.613383,0.553737,0.593331,0.609157,0.584064,0.615952,0.592189,0.591572,0.596889,0.562146,0.619361,0.578987,0.607784,0.528928,0.616657,0.593214,0.610809,0.61207,0.626556,0.615638,0.594409,0.589623,0.592027,0.606321,0.610398,0.588932,0.615268,0.594111,0.608367,0.590711,0.604153,0.602404,0.618205,0.605924,0.580645,0.566017,0.66166,0.577166,0.567649,0.570509,0.582348,0.604846,0.567233,0.598467,0.608034,0.620355,0.617199,0.617883,0.609815,0.60637,0.559814,0.594907,0.586096,0.602031,0.610709,0.609895,0.608213,0.596571,0.588083,0.617281,0.610686,0.609551,0.591395,0.577963,0.610542,0.586027,0.603938,0.635124,0.618793,0.559364,0.592841,0.616153,0.586593,0.630061,0.623323,0.585992,0.599424,0.595897,0.607492,0.590274,0.616976,0.610749,0.622818,0.576235,0.567031,0.602482,0.643247,0.653437,
10,43,0.578477,0.592774,0.569532,0.647369,0.582979,0.588245,0.585885,0.583307,0.609449,0.568006,0.578292,0.603279,0.556292,0.584963,0.596379,0.586635,0.575055,0.588966,0.611796,0.622795,0.62466,0.622818,0.603732,0.558565,0.555485,0.575318,0.57896,0.600987,0.592325,0.574451,0.624538,0.601793,0.603836,0.613233,0.590782,0.603295,0.592043,0.620298,0.59566,0.561824,0.591344,0.585137,0.605429,0.607265,0.603676,0.611494,0.563083,0.620971,0.622553,0.628335,0.612673,0.590891,0.624325,0.597585,0.589606,0.583353,0.585512,0.583283,0.575269,0.594616,0.627632,0.61215,0.634388,0.596622,0.610664,0.615772,0.589999,0.609221,0.628603,0.600264,0.568805,0.591517,0.579051,0.600312,0.576256,0.591509,0.595042,0.617887,0.59703,0.62819,0.606631,0.577526,0.614112,0.605782,0.589965,0.604236,0.631322,0.59325,0.574362,0.596019,0.574873,0.587209,0.604648,0.619027,0.587496,0.593359,0.617958,0.636181,0.570839,0.604436,
10,44,0.579113,0.603906,0.558937,0.596469,0.607163,0.604294,0.623431,0.590657,0.59488,0.604037,0.576536,0.616615,0.592684,0.579748,0.595226,0.628522,0.60467,0.619212,0.558284,0.634986,0.630597,0.602221,0.594322,0.605731,0.644163,0.598792,0.598253,0.584166,0.601886,0.604396,0.646858,0.574727,0.600135,0.560103,0.644408,0.541352,0.617778,0.576958,0.609682,0.609241,0.642828,0.620073,0.612565,0.612793,0.595602,0.60163,0.614516,0.628466,0.560458,0.589449,0.59545,0.564494,0.586016,0.59789,0.611325,0.583975,0.592543,0.580204,0.629822,0.607557,0.617374,0.639398,0.595867,0.603045,0.651314,0.620753,0.617943,0.652316,0.570884,0.598863,0.58291,0.638843,0.592616,0.617026,0.645793,0.621971,0.640174,0.620846,0.580447,0.621513,0.586624,0.620076,0.576511,0.61605,0.61985,0.596912,0.593289,0.58578,0.58978,0.628862,0.57041,0.596622,0.572392,0.574293,0.600674,0.606347,0.581362,0.628325,0.629533,0.588616,
10,45,0.584509,0.558445,0.596725,0.617399,0.637597,0.597337,0.585176,0.586581,0.601223,0.640615,0.561381,0.599304,0.612668,0.630273,0.588299,0.560702,0.596224,0.580624,0.567756,0.569236,0.600376,0.618312,0.626708,0.62509,0.625145,0.615187,0.585085,0.622708,0.603548,0.624985,0.600768,0.642165,0.606873,0.591093,0.606149,0.613598,0.593182,0.57884,0.555853,0.594097,0.56715,0.605112,0.610103,0.576507,0.575333,0.617408,0.607476,0.600377,0.611654,0.632768,0.61373,0.596964,0.628251,0.583847,0.631258,0.659936,0.601702,0.620494,0.575599,0.57962,0.622524,0.567832,0.618698,0.559022,0.62271,0.582093,0.617471,0.604871,0.600551,0.640837,0.606575,0.595597,0.592891,0.617695,0.605187,0.574359,0.573635,0.590001,0.601462,0.597814,0.620886,0.60142,0.631973,0.622151,0.590998,0.569404,0.590812,0.574038,0.573647,0.597265,0.609089,0.596244,0.630829,0.609202,0.599776,0.618512,0.588723,0.644647,0.606232,0.6111,
10,46,0.602779,0.597557,0.609214,0.561022,0.587604,0.597826,0.592953,0.577838,0.584653,0.588486,0.624134,0.628702,0.621714,0.616383,0.6035,0.609787,0.578271,0.582142,0.567182,0.574587,0.554933,0.583829,0.569819,0.584624,0.597875,0.61678,0.589709,0.604806,0.590825,0.579093,0.586554,0.597293,0.626911,0.579835,0.60834,0.557535,0.647958,0.592974,0.619958,0.590712,0.617002,0.60669,0.611321,0.590992,0.575072,0.603484,0.61199,0.594376,0.612962,0.564788,0.575111,0.564505,0.596419,0.605208,0.561375,0.604794,0.572108,0.632827,0.561266,0.598655,0.625565,0.569846,0.594832,0.574686,0.581633,0.606371,0.629189,0.613697,0.600632,0.589573,0.600176,0.591687,0.567327,0.570106,0.581592,0.607045,0.589832,0.60158,0.55965,0.575058,0.580324,0.611402,0.618545,0.595185,0.616898,0.610193,0.590677,0.61048,0.603324,0.593535,0.565723,0.591035,0.579237,0.590248,0.58936,0.640126,0.580399,0.568301,0.650437,0.630838,
10,47,0.632183,0.62719,0.618778,0.610386,0.591967,0.602032,0.617305,0.6256,0.590352,0.578458,0.58832,0.570944,0.602841,0.611889,0.601685,0.613054,0.599186,0.595245,0.59535,0.604799,0.580202,0.57773,0.56995,0.597117,0.600535,0.601828,0.644846,0.567531,0.60381,0.60989,0.575239,0.608517,0.589939,0.631176,0.602494,0.628776,0.592342,0.603107,0.591603,0.583233,0.628775,0.574853,0.557156,0.571039,0.64225,0.543603,0.628909,0.621039,0.633755,0.581874,0.566862,0.587106,0.587523,0.59673,0.581251,0.638377,0.626244,0.597534,0.63349,0.593037,0.58777,0.618993,0.586391,0.574869,0.593402,0.605912,0.600264,0.575477,0.593356,0.6275,0.584247,0.584273,0.581419,0.592397,0.569561,0.576718,0.568353,0.608229,0.593428,0.628872,0.575581,0.592508,0.59506,0.628624,0.595728,0.605693,0.597847,0.638864,0.611026,0.567939,0.599896,0.591385,0.604257,0.586815,0.589437,0.618085,0.630304,0.609274,0.602166,0.596006,
10,48,0.585383,0.631245,0.593563,0.609844,0.620322,0.632509,0.597856,0.592804,0.562351,0.553127,0.584589,0.612123,0.578035,0.595071,0.610193,0.5563,0.627486,0.569345,0.606442,0.595974,0.572989,0.598956,0.596382,0.601207,0.579951,0.583257,0.569239,0.596595,0.588377,0.631486,0.611369,0.606986,0.595076,0.597082,0.623399,0.595352,0.632236,0.584141,0.633185,0.610128,0.611292,0.580627,0.624895,0.588937,0.604736,0.578553,0.59578,0.627028,0.555967,0.631668,0.626526,0.613923,0.592813,0.606226,0.581601,0.605222,0.582022,0.602674,0.611387,0.621214,0.631993,0.641608,0.609493,0.621941,0.608833,0.595751,0.599727,0.607324,0.62924,0.60223,0.557877,0.600547,0.617081,0.550268,0.591141,0.576759,0.566863,0.604476,0.603863,0.585089,0.606248,0.587208,0.591675,0.620928,0.608026,0.589403,0.598869,0.622153,0.589198,0.609752,0.576451,0.584896,0.605841,0.575399,0.614846,0.608892,0.578784,0.608975,0.590054,0.627038,
10,49,0.556737,0.570527,0.622968,0.592063,0.60074,0.592665,0.566889,0.61305,0.614812,0.626794,0.576422,0.601424,0.610241,0.59793,0.555454,0.575614,0.56299,0.583065,0.585348,0.601705,0.579931,0.561123,0.63752,0.617082,0.592914,0.614735,0.596567,0.620172,0.569179,0.600802,0.595314,0.671404,0.626256,0.616872,0.604281,0.638382,0.602512,0.610409,0.602817,0.603221,0.59417,0.591462,0.583085,0.613924,0.575483,0.616402,0.537279,0.58619,0.622424,0.574581,0.611619,0.631136,0.60983,0.638526,0.583777,0.561614,0.595745,0.588802,0.623228,0.629944,0.589444,0.610015,0.602756,0.586519,0.588535,0.656343,0.622627,0.629058,0.591359,0.554841,0.528392,0.597444,0.575469,0.590013,0.587105,0.617846,0.589721,0.592285,0.552626,0.595493,0.586132,0.58355,0.626236,0.537963,0.586958,0.617336,0.60248,0.586931,0.604402,0.61361,0.640854,0.579909,0.57541,0.604522,0.591576,0.571183,0.621241,0.56934,0.596451,0.600209,
10,50,0.607753,0.635539,0.634196,0.620672,0.648921,0.579347,0.57326,0.584435,0.609209,0.62167,0.617251,0.622822,0.57461,0.618573,0.57704,0.616237,0.639871,0.587207,0.592764,0.593153,0.530993,0.573826,0.612524,0.563515,0.634611,0.599026,0.589058,0.527023,0.648174,0.534227,0.631098,0.613466,0.649557,0.594511,0.625664,0.569871,0.616411,0.620057,0.605033,0.602066,0.593577,0.593543,0.608026,0.633688,0.631262,0.605628,0.610415,0.634534,0.613454,0.608479,0.644112,0.622387,0.621638,0.612224,0.630465,0.600192,0.598863,0.61912,0.548076,0.637352,0.605521,0.610616,0.611196,0.611719,0.588814,0.614078,0.561612,0.587911,0.576771,0.606122,0.60608,0.59823,0.634148,0.589549,0.595943,0.59771,0.593178,0.601735,0.610296,0.606141,0.577615,0.582937,0.606688,0.567379,0.59379,0.5666,0.654625,0.614894,0.58206,0.593608,0.594511,0.617504,0.606136,0.621907,0.602039,0.613888,0.599832,0.562282,0.621853,0.604056,
